isodate,entidad,delito,total
2023-08-01,Quintana Roo,Corrupción de menores,10
2023-09-01,Quintana Roo,Corrupción de menores,10
2023-10-01,Quintana Roo,Corrupción de menores,10
2023-11-01,Quintana Roo,Corrupción de menores,15
2023-12-01,Quintana Roo,Corrupción de menores,9
2023-01-01,Quintana Roo,Trata de personas,6
2023-02-01,Quintana Roo,Trata de personas,5
2023-03-01,Quintana Roo,Trata de personas,6
2023-04-01,Quintana Roo,Trata de personas,27
2023-05-01,Quintana Roo,Trata de personas,6
2023-06-01,Quintana Roo,Trata de personas,9
2023-07-01,Quintana Roo,Trata de personas,13
2023-08-01,Quintana Roo,Trata de personas,10
2023-09-01,Quintana Roo,Trata de personas,5
2023-10-01,Quintana Roo,Trata de personas,9
2023-11-01,Quintana Roo,Trata de personas,4
2023-12-01,Quintana Roo,Trata de personas,7
2023-01-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-02-01,Quintana Roo,Otros delitos contra la sociedad,1
2023-03-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-04-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-05-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-06-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-07-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-08-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-09-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-10-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-11-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-12-01,Quintana Roo,Otros delitos contra la sociedad,0
2023-01-01,Quintana Roo,Aborto,0
2023-02-01,Quintana Roo,Aborto,1
2023-03-01,Quintana Roo,Aborto,1
2023-04-01,Quintana Roo,Aborto,1
2023-05-01,Quintana Roo,Aborto,0
2023-06-01,Quintana Roo,Aborto,0
2023-07-01,Quintana Roo,Aborto,0
2023-08-01,Quintana Roo,Aborto,0
2023-09-01,Quintana Roo,Aborto,0
2023-10-01,Quintana Roo,Aborto,1
2023-11-01,Quintana Roo,Aborto,0
2023-12-01,Quintana Roo,Aborto,0
2023-01-01,San Luis Potosí,Homicidio doloso,45
2023-02-01,San Luis Potosí,Homicidio doloso,45
2023-03-01,San Luis Potosí,Homicidio doloso,38
2023-04-01,San Luis Potosí,Homicidio doloso,41
2023-05-01,San Luis Potosí,Homicidio doloso,52
2023-06-01,San Luis Potosí,Homicidio doloso,41
2023-07-01,San Luis Potosí,Homicidio doloso,47
2023-08-01,San Luis Potosí,Homicidio doloso,46
2023-09-01,San Luis Potosí,Homicidio doloso,43
2023-10-01,San Luis Potosí,Homicidio doloso,39
2023-11-01,San Luis Potosí,Homicidio doloso,33
2023-12-01,San Luis Potosí,Homicidio doloso,35
2023-01-01,San Luis Potosí,Homicidio culposo,22
2023-02-01,San Luis Potosí,Homicidio culposo,20
2023-03-01,San Luis Potosí,Homicidio culposo,31
2023-04-01,San Luis Potosí,Homicidio culposo,26
2023-05-01,San Luis Potosí,Homicidio culposo,23
2023-06-01,San Luis Potosí,Homicidio culposo,32
2023-07-01,San Luis Potosí,Homicidio culposo,29
2023-08-01,San Luis Potosí,Homicidio culposo,39
2023-09-01,San Luis Potosí,Homicidio culposo,28
2023-10-01,San Luis Potosí,Homicidio culposo,23
2023-11-01,San Luis Potosí,Homicidio culposo,24
2023-12-01,San Luis Potosí,Homicidio culposo,25
2023-01-01,San Luis Potosí,Lesiones dolosas,347
2023-02-01,San Luis Potosí,Lesiones dolosas,315
2023-03-01,San Luis Potosí,Lesiones dolosas,376
2023-04-01,San Luis Potosí,Lesiones dolosas,358
2023-05-01,San Luis Potosí,Lesiones dolosas,364
2023-06-01,San Luis Potosí,Lesiones dolosas,418
2023-07-01,San Luis Potosí,Lesiones dolosas,345
2023-08-01,San Luis Potosí,Lesiones dolosas,308
2023-09-01,San Luis Potosí,Lesiones dolosas,370
2023-10-01,San Luis Potosí,Lesiones dolosas,386
2023-11-01,San Luis Potosí,Lesiones dolosas,295
2023-12-01,San Luis Potosí,Lesiones dolosas,292
2023-01-01,San Luis Potosí,Lesiones culposas,61
2023-02-01,San Luis Potosí,Lesiones culposas,49
2023-03-01,San Luis Potosí,Lesiones culposas,55
2023-04-01,San Luis Potosí,Lesiones culposas,64
2023-05-01,San Luis Potosí,Lesiones culposas,60
2023-06-01,San Luis Potosí,Lesiones culposas,53
2023-07-01,San Luis Potosí,Lesiones culposas,61
2023-08-01,San Luis Potosí,Lesiones culposas,54
2023-09-01,San Luis Potosí,Lesiones culposas,87
2023-10-01,San Luis Potosí,Lesiones culposas,71
2023-11-01,San Luis Potosí,Lesiones culposas,75
2023-12-01,San Luis Potosí,Lesiones culposas,52
2023-01-01,San Luis Potosí,Feminicidio,0
2023-02-01,San Luis Potosí,Feminicidio,3
2023-03-01,San Luis Potosí,Feminicidio,2
2023-04-01,San Luis Potosí,Feminicidio,2
2023-05-01,San Luis Potosí,Feminicidio,1
2023-06-01,San Luis Potosí,Feminicidio,1
2023-07-01,San Luis Potosí,Feminicidio,1
2023-08-01,San Luis Potosí,Feminicidio,0
2023-09-01,San Luis Potosí,Feminicidio,0
2023-10-01,San Luis Potosí,Feminicidio,1
2023-11-01,San Luis Potosí,Feminicidio,0
2023-12-01,San Luis Potosí,Feminicidio,0
2023-01-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,21
2023-02-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,21
2023-03-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,31
2023-04-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,16
2023-05-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,20
2023-06-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,26
2023-07-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,12
2023-08-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,18
2023-09-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,23
2023-10-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,17
2023-11-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,20
2023-12-01,San Luis Potosí,Otros delitos que atentan contra la vida y la integridad corporal,16
2023-01-01,San Luis Potosí,Secuestro,1
2023-02-01,San Luis Potosí,Secuestro,0
2023-03-01,San Luis Potosí,Secuestro,0
2023-04-01,San Luis Potosí,Secuestro,9
2023-05-01,San Luis Potosí,Secuestro,0
2023-06-01,San Luis Potosí,Secuestro,3
2023-07-01,San Luis Potosí,Secuestro,0
2023-08-01,San Luis Potosí,Secuestro,0
2023-09-01,San Luis Potosí,Secuestro,1
2023-10-01,San Luis Potosí,Secuestro,0
2023-11-01,San Luis Potosí,Secuestro,0
2023-12-01,San Luis Potosí,Secuestro,2
2023-01-01,San Luis Potosí,Tráfico de menores,0
2023-02-01,San Luis Potosí,Tráfico de menores,1
2023-03-01,San Luis Potosí,Tráfico de menores,0
2023-04-01,San Luis Potosí,Tráfico de menores,0
2023-05-01,San Luis Potosí,Tráfico de menores,0
2023-06-01,San Luis Potosí,Tráfico de menores,0
2023-07-01,San Luis Potosí,Tráfico de menores,0
2023-08-01,San Luis Potosí,Tráfico de menores,0
2023-09-01,San Luis Potosí,Tráfico de menores,0
2023-10-01,San Luis Potosí,Tráfico de menores,1
2023-11-01,San Luis Potosí,Tráfico de menores,0
2023-12-01,San Luis Potosí,Tráfico de menores,0
2023-01-01,San Luis Potosí,Rapto,0
2023-02-01,San Luis Potosí,Rapto,0
2023-03-01,San Luis Potosí,Rapto,0
2023-04-01,San Luis Potosí,Rapto,0
2023-05-01,San Luis Potosí,Rapto,0
2023-06-01,San Luis Potosí,Rapto,0
2023-07-01,San Luis Potosí,Rapto,0
2023-08-01,San Luis Potosí,Rapto,0
2023-09-01,San Luis Potosí,Rapto,0
2023-10-01,San Luis Potosí,Rapto,0
2023-11-01,San Luis Potosí,Rapto,0
2023-12-01,San Luis Potosí,Rapto,0
2023-01-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,63
2023-02-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,42
2023-03-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,69
2023-04-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,122
2023-05-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,58
2023-06-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,66
2023-07-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,58
2023-08-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,60
2023-09-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,52
2023-10-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,52
2023-11-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,46
2023-12-01,San Luis Potosí,Otros delitos que atentan contra la libertad personal,54
2023-01-01,San Luis Potosí,Extorsión,9
2023-02-01,San Luis Potosí,Extorsión,11
2023-03-01,San Luis Potosí,Extorsión,13
2023-04-01,San Luis Potosí,Extorsión,9
2023-05-01,San Luis Potosí,Extorsión,7
2023-06-01,San Luis Potosí,Extorsión,9
2023-07-01,San Luis Potosí,Extorsión,5
2023-08-01,San Luis Potosí,Extorsión,11
2023-09-01,San Luis Potosí,Extorsión,6
2023-10-01,San Luis Potosí,Extorsión,9
2023-11-01,San Luis Potosí,Extorsión,13
2023-12-01,San Luis Potosí,Extorsión,5
2023-01-01,San Luis Potosí,Corrupción de menores,1
2023-02-01,San Luis Potosí,Corrupción de menores,2
2023-03-01,San Luis Potosí,Corrupción de menores,2
2023-04-01,San Luis Potosí,Corrupción de menores,1
2023-05-01,San Luis Potosí,Corrupción de menores,1
2023-06-01,San Luis Potosí,Corrupción de menores,4
2023-07-01,San Luis Potosí,Corrupción de menores,3
2023-08-01,San Luis Potosí,Corrupción de menores,2
2023-09-01,San Luis Potosí,Corrupción de menores,2
2023-10-01,San Luis Potosí,Corrupción de menores,3
2023-11-01,San Luis Potosí,Corrupción de menores,1
2023-12-01,San Luis Potosí,Corrupción de menores,1
2023-01-01,San Luis Potosí,Trata de personas,0
2023-02-01,San Luis Potosí,Trata de personas,1
2023-03-01,San Luis Potosí,Trata de personas,2
2023-04-01,San Luis Potosí,Trata de personas,1
2023-05-01,San Luis Potosí,Trata de personas,2
2023-06-01,San Luis Potosí,Trata de personas,0
2023-07-01,San Luis Potosí,Trata de personas,0
2023-08-01,San Luis Potosí,Trata de personas,0
2023-09-01,San Luis Potosí,Trata de personas,1
2023-10-01,San Luis Potosí,Trata de personas,0
2023-11-01,San Luis Potosí,Trata de personas,1
2023-12-01,San Luis Potosí,Trata de personas,0
2023-01-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-02-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-03-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-04-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-05-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-06-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-07-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-08-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-09-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-10-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-11-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-12-01,San Luis Potosí,Otros delitos contra la sociedad,0
2023-01-01,San Luis Potosí,Aborto,0
2023-02-01,San Luis Potosí,Aborto,1
2023-03-01,San Luis Potosí,Aborto,1
2023-04-01,San Luis Potosí,Aborto,0
2023-05-01,San Luis Potosí,Aborto,1
2023-06-01,San Luis Potosí,Aborto,2
2023-07-01,San Luis Potosí,Aborto,1
2023-08-01,San Luis Potosí,Aborto,0
2023-09-01,San Luis Potosí,Aborto,1
2023-10-01,San Luis Potosí,Aborto,0
2023-11-01,San Luis Potosí,Aborto,2
2023-12-01,San Luis Potosí,Aborto,3
2023-01-01,Sinaloa,Homicidio doloso,46
2023-02-01,Sinaloa,Homicidio doloso,33
2023-03-01,Sinaloa,Homicidio doloso,57
2023-04-01,Sinaloa,Homicidio doloso,44
2023-05-01,Sinaloa,Homicidio doloso,49
2023-06-01,Sinaloa,Homicidio doloso,44
2023-07-01,Sinaloa,Homicidio doloso,48
2023-08-01,Sinaloa,Homicidio doloso,47
2023-09-01,Sinaloa,Homicidio doloso,50
2023-10-01,Sinaloa,Homicidio doloso,32
2023-11-01,Sinaloa,Homicidio doloso,33
2023-12-01,Sinaloa,Homicidio doloso,48
2023-01-01,Sinaloa,Homicidio culposo,64
2023-02-01,Sinaloa,Homicidio culposo,51
2023-03-01,Sinaloa,Homicidio culposo,60
2023-04-01,Sinaloa,Homicidio culposo,67
2023-05-01,Sinaloa,Homicidio culposo,63
2023-06-01,Sinaloa,Homicidio culposo,61
2023-07-01,Sinaloa,Homicidio culposo,62
2023-08-01,Sinaloa,Homicidio culposo,70
2023-09-01,Sinaloa,Homicidio culposo,58
2023-10-01,Sinaloa,Homicidio culposo,43
2023-11-01,Sinaloa,Homicidio culposo,52
2023-12-01,Sinaloa,Homicidio culposo,67
2023-01-01,Sinaloa,Lesiones dolosas,279
2023-02-01,Sinaloa,Lesiones dolosas,240
2023-03-01,Sinaloa,Lesiones dolosas,329
2023-04-01,Sinaloa,Lesiones dolosas,269
2023-05-01,Sinaloa,Lesiones dolosas,343
2023-06-01,Sinaloa,Lesiones dolosas,354
2023-07-01,Sinaloa,Lesiones dolosas,282
2023-08-01,Sinaloa,Lesiones dolosas,289
2023-09-01,Sinaloa,Lesiones dolosas,336
2023-10-01,Sinaloa,Lesiones dolosas,307
2023-11-01,Sinaloa,Lesiones dolosas,274
2023-12-01,Sinaloa,Lesiones dolosas,267
2023-01-01,Sinaloa,Lesiones culposas,97
2023-02-01,Sinaloa,Lesiones culposas,85
2023-03-01,Sinaloa,Lesiones culposas,102
2023-04-01,Sinaloa,Lesiones culposas,84
2023-05-01,Sinaloa,Lesiones culposas,93
2023-06-01,Sinaloa,Lesiones culposas,120
2023-07-01,Sinaloa,Lesiones culposas,77
2023-08-01,Sinaloa,Lesiones culposas,97
2023-09-01,Sinaloa,Lesiones culposas,87
2023-10-01,Sinaloa,Lesiones culposas,101
2023-11-01,Sinaloa,Lesiones culposas,100
2023-12-01,Sinaloa,Lesiones culposas,87
2023-01-01,Sinaloa,Feminicidio,2
2023-02-01,Sinaloa,Feminicidio,1
2023-03-01,Sinaloa,Feminicidio,2
2023-04-01,Sinaloa,Feminicidio,3
2023-05-01,Sinaloa,Feminicidio,2
2023-06-01,Sinaloa,Feminicidio,4
2023-07-01,Sinaloa,Feminicidio,2
2023-08-01,Sinaloa,Feminicidio,3
2023-09-01,Sinaloa,Feminicidio,0
2023-10-01,Sinaloa,Feminicidio,8
2023-11-01,Sinaloa,Feminicidio,3
2023-12-01,Sinaloa,Feminicidio,1
2023-01-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,47
2023-02-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,61
2023-03-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,77
2023-04-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,56
2023-05-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,64
2023-06-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,57
2023-07-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,69
2023-08-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,53
2023-09-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,80
2023-10-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,82
2023-11-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,45
2023-12-01,Sinaloa,Otros delitos que atentan contra la vida y la integridad corporal,47
2023-01-01,Sinaloa,Secuestro,0
2023-02-01,Sinaloa,Secuestro,0
2023-03-01,Sinaloa,Secuestro,0
2023-04-01,Sinaloa,Secuestro,0
2023-05-01,Sinaloa,Secuestro,1
2023-06-01,Sinaloa,Secuestro,2
2023-07-01,Sinaloa,Secuestro,0
2023-08-01,Sinaloa,Secuestro,0
2023-09-01,Sinaloa,Secuestro,1
2023-10-01,Sinaloa,Secuestro,0
2023-11-01,Sinaloa,Secuestro,0
2023-12-01,Sinaloa,Secuestro,0
2023-01-01,Sinaloa,Tráfico de menores,0
2023-02-01,Sinaloa,Tráfico de menores,0
2023-03-01,Sinaloa,Tráfico de menores,0
2023-04-01,Sinaloa,Tráfico de menores,0
2023-05-01,Sinaloa,Tráfico de menores,0
2023-06-01,Sinaloa,Tráfico de menores,0
2023-07-01,Sinaloa,Tráfico de menores,0
2023-08-01,Sinaloa,Tráfico de menores,0
2023-09-01,Sinaloa,Tráfico de menores,0
2023-10-01,Sinaloa,Tráfico de menores,1
2023-11-01,Sinaloa,Tráfico de menores,0
2023-12-01,Sinaloa,Tráfico de menores,0
2023-01-01,Sinaloa,Rapto,0
2023-02-01,Sinaloa,Rapto,0
2023-03-01,Sinaloa,Rapto,0
2023-04-01,Sinaloa,Rapto,0
2023-05-01,Sinaloa,Rapto,0
2023-06-01,Sinaloa,Rapto,0
2023-07-01,Sinaloa,Rapto,0
2023-08-01,Sinaloa,Rapto,0
2023-09-01,Sinaloa,Rapto,0
2023-10-01,Sinaloa,Rapto,0
2023-11-01,Sinaloa,Rapto,0
2023-12-01,Sinaloa,Rapto,0
2023-01-01,Sinaloa,Otros delitos que atentan contra la libertad personal,96
2023-02-01,Sinaloa,Otros delitos que atentan contra la libertad personal,105
2023-03-01,Sinaloa,Otros delitos que atentan contra la libertad personal,131
2023-04-01,Sinaloa,Otros delitos que atentan contra la libertad personal,98
2023-05-01,Sinaloa,Otros delitos que atentan contra la libertad personal,88
2023-06-01,Sinaloa,Otros delitos que atentan contra la libertad personal,110
2023-07-01,Sinaloa,Otros delitos que atentan contra la libertad personal,116
2023-08-01,Sinaloa,Otros delitos que atentan contra la libertad personal,129
2023-09-01,Sinaloa,Otros delitos que atentan contra la libertad personal,106
2023-10-01,Sinaloa,Otros delitos que atentan contra la libertad personal,103
2023-11-01,Sinaloa,Otros delitos que atentan contra la libertad personal,100
2023-12-01,Sinaloa,Otros delitos que atentan contra la libertad personal,97
2023-01-01,Sinaloa,Extorsión,2
2023-02-01,Sinaloa,Extorsión,3
2023-03-01,Sinaloa,Extorsión,1
2023-04-01,Sinaloa,Extorsión,3
2023-05-01,Sinaloa,Extorsión,2
2023-06-01,Sinaloa,Extorsión,7
2023-07-01,Sinaloa,Extorsión,3
2023-08-01,Sinaloa,Extorsión,7
2023-09-01,Sinaloa,Extorsión,5
2023-10-01,Sinaloa,Extorsión,5
2023-11-01,Sinaloa,Extorsión,4
2023-12-01,Sinaloa,Extorsión,6
2023-01-01,Sinaloa,Corrupción de menores,2
2023-02-01,Sinaloa,Corrupción de menores,0
2023-03-01,Sinaloa,Corrupción de menores,16
2023-04-01,Sinaloa,Corrupción de menores,15
2023-05-01,Sinaloa,Corrupción de menores,14
2023-06-01,Sinaloa,Corrupción de menores,13
2023-07-01,Sinaloa,Corrupción de menores,12
2023-08-01,Sinaloa,Corrupción de menores,4
2023-09-01,Sinaloa,Corrupción de menores,4
2023-10-01,Sinaloa,Corrupción de menores,8
2023-11-01,Sinaloa,Corrupción de menores,3
2023-12-01,Sinaloa,Corrupción de menores,7
2023-01-01,Sinaloa,Trata de personas,43
2023-02-01,Sinaloa,Trata de personas,1
2023-03-01,Sinaloa,Trata de personas,0
2023-04-01,Sinaloa,Trata de personas,0
2023-05-01,Sinaloa,Trata de personas,0
2023-06-01,Sinaloa,Trata de personas,0
2023-07-01,Sinaloa,Trata de personas,57
2023-08-01,Sinaloa,Trata de personas,1
2023-09-01,Sinaloa,Trata de personas,0
2023-10-01,Sinaloa,Trata de personas,0
2023-11-01,Sinaloa,Trata de personas,0
2023-12-01,Sinaloa,Trata de personas,1
2023-01-01,Sinaloa,Otros delitos contra la sociedad,7
2023-02-01,Sinaloa,Otros delitos contra la sociedad,4
2023-03-01,Sinaloa,Otros delitos contra la sociedad,5
2023-04-01,Sinaloa,Otros delitos contra la sociedad,8
2023-05-01,Sinaloa,Otros delitos contra la sociedad,6
2023-06-01,Sinaloa,Otros delitos contra la sociedad,7
2023-07-01,Sinaloa,Otros delitos contra la sociedad,4
2023-08-01,Sinaloa,Otros delitos contra la sociedad,6
2023-09-01,Sinaloa,Otros delitos contra la sociedad,4
2023-10-01,Sinaloa,Otros delitos contra la sociedad,13
2023-11-01,Sinaloa,Otros delitos contra la sociedad,7
2023-12-01,Sinaloa,Otros delitos contra la sociedad,4
